presupuesto,genero,estreno,recaudacion,duracion,titulo,puntuacion,votos,director,
1000000,Documentary,2006,46243000,100.0,An Inconvenient Truth,6.7,251,Davis Guggenheim,
1000000,Action Drama History War,1949,7800000,100.0,Sands of Iwo Jima,6.2,33,Allan Dwan,
0,Documentary Music,2008,0,122.0,Shine a Light,7.2,44,Martin Scorsese,
5000000,Action Adventure Horror Thriller,2014,6833445,100.0,The Green Inferno,5.0,349,Eli Roth,
0,Drama Romance Family,2016,0,109.0,Departure,7.5,12,Andrew Steggall,
1000000,Drama Romance Comedy,2012,9138338,98.0,The Sessions,6.6,179,Ben Lewin,
0,Documentary,2008,0,94.0,"Food, Inc.",7.4,217,Robert Kenner,
0,Drama,2011,5355847,107.0,October Baby,6.8,35,Andrew Erwin,
0,Comedy Drama Romance,1998,0,96.0,Next Stop Wonderland,6.0,20,Brad Anderson,
0,Drama,2014,5284309,90.0,The Skeleton Twins,6.7,292,Craig Johnson,
0,Drama Thriller,2011,3538446,101.0,Martha Marcy May Marlene,6.7,277,Sean Durkin,
0,Comedy Romance,2014,3123963,83.0,Obvious Child,6.7,187,Gillian Robespierre,
0,Drama,2008,0,97.0,Frozen River,6.7,99,Courtney Hunt,
1000000,Documentary Music,2013,0,89.0,20 Feet from Stardom,7.4,85,Morgan Neville,
1000000,Drama Romance,1997,2057193,84.0,Two Girls and a Guy,5.4,24,James Toback,
0,Comedy Drama Romance,1996,0,86.0,Walking and Talking,6.6,7,Nicole Holofcener,
1000000,Documentary,2006,1678874,92.0,Who Killed the Electric Car?,7.2,59,Chris Paine,
1000000,Comedy Drama Romance,2000,1744858,94.0,The Broken Hearts Club: A Romantic Comedy,6.3,25,Greg Berlanti,
1000000,Comedy Horror Thriller Mystery Fantasy,2002,0,92.0,Bubba Ho-tep,6.7,191,Don Coscarelli,
1,Drama,1998,0,100.0,Slam,6.7,7,Marc Levin,
1000000,Crime Drama Mystery Thriller,2001,852206,119.0,Brigham City,7.3,4,Richard Dutcher,
1000000,Drama Foreign Romance,2000,623791,170.0,Fiza,6.1,7,Khalid Mohammed,
1000000,Comedy,1997,0,94.0,Orgazmo,6.2,115,Trey Parker,
0,Drama Romance,2003,0,108.0,All the Real Girls,5.9,30,David Gordon Green,
0,Comedy,1997,0,97.0,Dream with the Fishes,7.7,10,,
1000000,Drama,2002,464000,92.0,Blue Car,6.7,13,Karen Moncrieff,
0,Drama,2014,0,100.0,Palo Alto,6.4,348,Gia Coppola,
0,Crime Drama,2009,0,120.0,Ajami,6.8,27,Scandar Copti,
0,Comedy Drama Fantasy Romance,2006,0,88.0,Wristcutters: A Love Story,6.7,160,Goran Dukic,
0,Science Fiction Drama,2014,336472,106.0,I Origins,7.5,1063,Mike Cahill,
1000000,Comedy Drama Romance,2003,0,79.0,The Battle of Shaker Heights,5.6,17,Kyle Rankin,
1000000,Documentary,2012,444575,115.0,The Act of Killing,7.5,210,Joshua Oppenheimer,
1000000,Documentary,2007,274661,106.0,Taxi to the Dark Side,6.6,53,Alex Gibney,
1000000,Documentary,2006,0,97.0,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,4.7,3,Paul Crowder,
0,Drama,2004,0,120.0,Guiana 1838,2.8,3,Rohit Jagessar,
0,,2000,0,90.0,Lisa Picard Is Famous,4.0,1,Griffin Dunne,
1000000,Drama Adventure Documentary,2013,0,92.0,Antarctica: A Year on Ice,7.2,29,Anthony Powell,
650000,Documentary,2015,0,93.0,A LEGO Brickumentary,6.4,55,Kief Davidson,
1000000,Drama Action,2012,0,114.0,Hardflip,4.7,5,Johnny Remo,
0,Thriller,2005,0,200.0,Chocolate: Deep Dark Secrets,3.4,6,Vivek Agnihotri,
0,Mystery Horror,2009,0,95.0,The House of the Devil,6.0,197,Ti West,
0,Comedy Thriller Crime,2010,14870,93.0,The Perfect Host,6.2,135,Nick Tomnay,
0,Comedy Crime,1998,0,88.0,Safe Men,6.3,16,John Hamburg,
1000000,Romance Drama Crime,1999,0,104.0,Speedway Junky,5.2,7,Nickolas Perry,
0,Comedy Drama,1998,0,98.0,The Last Big Thing,6.0,3,Dan Zukovic,
0,Action Comedy,2000,0,82.0,The Specials,5.5,11,Craig Mazin,
0,Comedy Romance,2009,0,118.0,16 to Life,4.4,5,Becky Smith,
1000000,Crime Drama Romance Thriller,2006,10018,78.0,Alone With Her,6.2,20,Eric Nicholas,
1000000,Drama Science Fiction,2016,0,97.0,Creative Control,5.4,25,Benjamin Dickinson,
1000000,Drama Fantasy Science Fiction,2006,7202,81.0,Special,6.6,32,Hal Haberman,
0,,1999,0,96.0,Sparkler,0.0,1,Darren Stein,
0,Action Comedy Science Fiction,2005,0,97.0,The Helix... Loaded,4.8,2,,
0,Drama Action Thriller,2006,0,88.0,In Her Line of Fire,3.3,9,Brian Trenchard-Smith,
0,Comedy Drama,2002,0,96.0,The Jimmy Show,8.0,1,Frank Whaley,
1000000,Crime Drama,2013,0,105.0,Heli,6.2,32,Amat Escalante,
0,Family Comedy,2015,0,0.0,Karachi se Lahore,8.0,1,,
900000,Drama Romance,2006,0,76.0,Loving Annabelle,6.4,55,Katherine Brooks,
1000000,Drama Comedy,2014,0,96.0,Hits,4.9,23,David Cross,
0,Action Crime Drama Thriller,2006,0,99.0,Jimmy and Judy,5.4,8,Randall Rubin,
0,Comedy Romance,2009,0,84.0,Frat Party,3.5,4,Robert Bennett,
0,Drama,1965,0,94.0,The Party's Over,6.1,6,Guy Hamilton,
0,Drama,2004,0,87.0,Proud,5.5,3,Mary Pat Kelly,
0,Drama,2008,0,93.0,The Poker House,6.1,47,Lori Petty,
0,,2015,0,90.0,Childless,4.5,2,Charlie Levi,
0,Horror,2009,0,92.0,ZMD: Zombies of Mass Destruction,4.7,31,Kevin Hamedani,
1000000,Horror Thriller,2012,0,85.0,Snow White: A Deadly Summer,4.8,11,David DeCoteau,
0,Romance Drama,2014,0,96.0,Hidden Away,7.6,26,Mikel Rueda,
1000000,Comedy Drama Romance,2011,0,90.0,My Last Day Without You,5.7,3,Stefan C. Schaefer,
0,Comedy Romance,2009,0,85.0,Steppin: The Movie,5.0,4,Michael Taliferro,
1000000,Western,2014,0,84.0,Doc Holliday's Revenge,3.2,3,David DeCoteau,
0,Thriller Horror,2012,0,83.0,Black Rock,4.9,78,Katie Aselton,
0,Horror Thriller Mystery,2012,0,95.0,Truth or Dare,5.7,117,Robert Heath,
0,Drama Thriller,2006,0,94.0,The Pet,5.3,3,D. Stevens,
1000000,Science Fiction Drama Music,2014,0,90.0,Bang Bang Baby,6.6,8,Jeffrey St. Jules,
1,Horror,2014,0,95.0,Fear Clinic,4.0,42,Robert Hall,
0,Comedy Action Science Fiction Thriller,2013,0,93.0,Zombie Hunter,3.5,34,Kevin King,
0,Drama,2014,0,90.0,A Fine Step,4.1,7,Jonathan Meyers,
950000,Drama Romance Science Fiction,1968,814666,103.0,Charly,6.6,28,Ralph Nelson,
950000,Horror Thriller,2013,0,87.0,Banshee Chapter,5.7,92,Blair Erickson,
950000,Drama Mystery Thriller,2014,0,100.0,Ask Me Anything,5.5,155,Allison Burnett,
0,Comedy Romance,2007,0,90.0,And Then Came Love,5.0,1,Richard Schenkman,
913000,Documentary,2014,0,83.0,Food Chains,7.4,8,Sanjay Rawal,
910000,Crime Drama,1954,9600000,108.0,On the Waterfront,8.0,357,Elia Kazan,
930000,Comedy,2011,30905,100.0,L!fe Happens,5.3,66,Kat Coiro,
852510,Drama,2007,1185783,113.0,"4 Months, 3 Weeks and 2 Days",7.3,156,Cristian Mungiu,
0,Horror,2015,0,0.0,The Horror Network Vol. 1,5.0,2,Joseph Graham,
950000,Drama Thriller,2005,7022209,103.0,Hard Candy,6.8,701,David Slade,
900000,Drama Thriller,2005,381420,96.0,The Quiet,6.1,73,Jamie Babbit,
0,Drama,2011,0,107.0,Circumstance,7.4,23,Maryam Keshavarz,
0,Drama,2013,17385830,85.0,Fruitvale Station,7.3,390,Ryan Coogler,
0,Comedy Fantasy Thriller,2012,0,100.0,The Brass Teapot,5.8,160,Ramaa Mosley,
858000,Animation Drama Family,1942,267447150,70.0,Bambi,6.8,1405,David Hand,
0,Comedy,2007,0,88.0,The Hammer,6.5,15,Charles Herman-Wurmfeld,
850000,Drama Comedy Romance,2003,819939,107.0,Latter Days,6.7,56,C. Jay Cox,
0,Drama,2011,0,78.0,Elza,0.0,0,Mariette Monpierre,
1000000,Drama,2013,0,90.0,1982,5.0,1,Tommy Oliver,
850000,Comedy,2012,1243961,85.0,"For a Good Time, Call...",5.8,110,Jamie Travis,
0,Comedy Drama Romance,2012,3094813,91.0,Celeste & Jesse Forever,6.4,163,Lee Toland Krieger,
0,Comedy Drama Family Science Fiction,2002,0,95.0,Time Changer,5.2,9,Rich Christiano,
0,Crime Drama Thriller,2006,0,85.0,London to Brighton,6.5,34,Paul Andrew Williams,
0,Action Comedy Science Fiction,2015,0,86.0,American Hero,5.0,62,Nick Love,
0,Thriller Mystery,2015,0,90.0,Windsor Drive,2.0,1,Natalie Bible',
800000,Drama,2011,0,123.0,A Separation,7.7,469,Asghar Farhadi,
0,Comedy Drama Thriller,2009,0,93.0,Crying with Laughter,7.0,1,Justin Molotnikov,
0,Comedy Drama,1995,0,88.0,Welcome to the Dollhouse,6.9,103,Todd Solondz,
800000,Drama Romance,1993,1001437,114.0,Ruby in Paradise,5.6,10,Victor Nunez,
800000,Drama Romance,2002,2816116,88.0,Raising Victor Vargas,7.8,13,Peter Sollett,
0,Drama Thriller Romance,1929,0,109.0,Pandora's Box,7.6,45,G.W. Pabst,
0,,2008,0,0.0,Harrison Montgomery,0.0,0,,
0,Drama Foreign,2004,0,83.0,Live-In Maid,7.8,3,Jorge Gaggero,
0,Action Drama Mystery Thriller,2000,0,101.0,Deterrence,6.1,7,Rod Lurie,
800000,Drama,2003,62852,94.0,The Mudge Boy,7.3,23,Michael Burke,
0,Drama,2000,0,87.0,The Young Unknowns,0.0,0,Catherine Jelski,
0,Comedy,2014,0,90.0,Not Cool,3.7,25,Shane Dawson,
800000,Horror Comedy,2009,1984662,91.0,Dead Snow,6.1,311,Tommy Wirkola,
780000,Action Adventure Drama History War,2003,0,90.0,Saints and Soldiers,6.6,98,Ryan Little,
0,Horror Science Fiction,2012,0,14.0,Vessel,5.9,8,Clark Baker,
777000,Comedy Drama,1973,140000000,110.0,American Graffiti,6.9,324,George Lucas,
0,Documentary,2006,0,75.0,Iraq for Sale: The War Profiteers,8.0,6,Robert Greenwald,
0,Animation Comedy,2007,0,86.0,Aqua Teen Hunger Force Colon Movie Film for Theaters,6.5,35,Dave Willis,
750000,Comedy Romance Science Fiction Drama,2012,4007792,85.0,Safety Not Guaranteed,6.8,556,Colin Trevorrow,
0,Comedy Documentary,2011,0,89.0,Kevin Hart: Laugh at My Pain,7.7,43,Tim Story,
500000,Horror Thriller Crime,2011,171760,95.0,Kill List,6.0,210,Ben Wheatley,
750000,Horror Thriller,2011,78396,102.0,The Innkeepers,5.4,219,Ti West,
750000,Drama,1970,0,107.0,The Conformist,7.6,127,Bernardo Bertolucci,
500000,Drama Thriller,2002,0,88.0,Interview with the Assassin,5.6,5,Neil Burger,
0,Horror Drama Thriller Crime,2008,0,99.0,Donkey Punch,4.5,52,Olly Blackburn,
750000,Horror Mystery Thriller,2008,0,90.0,All the Boys Love Mandy Lane,5.7,209,Jonathan Levine,
0,Horror,2008,0,95.0,Bled,3.8,4,Christopher Hutson,
730000,Western,1952,8000000,85.0,High Noon,7.6,334,Fred Zinnemann,
700000,Documentary,1994,7830611,171.0,Hoop Dreams,7.7,87,Steve James,
0,Documentary,2005,0,86.0,Rize,5.9,13,David LaChapelle,
700000,Drama,2001,1667192,97.0,L.I.E.,6.7,31,Michael Cuesta,
0,Mystery Drama Thriller,2015,0,104.0,The Sisterhood of Night,6.5,31,Caryn Waechter,
0,Crime Drama Music,2009,0,84.0,B-Girl,5.5,7,Emily Dell,
700000,Drama,2006,4911725,107.0,Half Nelson,6.5,240,Ryan Fleck,
700000,Drama,1999,10508,107.0,Naturally Native,0.0,0,Valerie Red-Horse,
0,Action Comedy Romance Science Fiction Thriller,1997,0,92.0,Hav Plenty,0.0,0,Christopher Scott Cherot,
750000,Thriller Crime Drama,2016,0,80.0,Adulterers,5.2,16,H.M. Coakley,
650,Horror Fantasy,2013,0,90.0,Escape from Tomorrow,4.8,87,Randy Moore,
0,Documentary Foreign,2009,0,103.0,Starsuckers,6.2,5,Chris Atkins,
0,Documentary,2014,0,70.0,The Hadza:  Last of the First,0.0,0,Bill Benenson,
0,Mystery Thriller,2012,0,90.0,After,5.6,63,Ryan Smith,
625000,Drama,2013,0,68.0,Treachery,4.8,5,Travis Romero,
700000,Drama Comedy,2015,0,87.0,Walter,5.3,26,Anna Mastro,
609000,Comedy Music Romance,1935,3202000,101.0,Top Hat,7.4,59,Mark Sandrich,
60000,Horror Mystery,1999,248000000,81.0,The Blair Witch Project,6.3,1055,Daniel Myrick,
600000,History Documentary Music,1970,34505110,225.0,Woodstock,7.1,66,Michael Wadleigh,
600000,Comedy,1977,0,83.0,The Kentucky Fried Movie,6.4,66,John Landis,
0,Action Adventure Drama,2000,0,106.0,Mercy Streets,5.5,2,Jon Gunn,
0,Thriller Mystery,2007,0,103.0,Carousel of Revenge,0.0,0,Gene Teigland,
0,Drama,1998,0,90.0,Broken Vessels,6.0,2,Scott Ziehl,
0,Crime Drama,2014,0,0.0,Water & Power,3.0,1,Richard Montoya,
522360,Music Documentary,2015,0,105.0,They Will Have to Kill Us First,5.0,1,Johanna Schwartz,
0,,2014,0,0.0,Light from the Darkroom,0.0,0,,
0,Drama Comedy,2016,0,102.0,The Country Doctor,6.0,63,Thomas Lilti,
0,Thriller,2014,0,98.0,The Maid's Room,4.8,4,Michael Walker,
560000,Comedy Music,1964,12299668,88.0,A Hard Day's Night,7.3,168,Richard Lester,
56000,Documentary,2011,0,80.0,The Harvest (La Cosecha),0.0,0,U. Roberto Romano,
550000,Drama Thriller,1983,0,98.0,Love Letters,4.6,4,Amy Holden Jones,
0,Comedy Drama,2015,0,83.0,Juliet and Alfa Romeo,6.0,1,Bla\u017e Zavr\u0161nik,
500000,Drama,2008,33456317,122.0,Fireproof,7.0,100,Alex Kendrick,
550000,Documentary Drama,2013,0,115.0,Faith Connections,4.2,3,Pan Nalin,
0,Adventure Family Romance,1974,0,86.0,Benji,6.1,35,Joe Camp,
130000,Drama Thriller,2004,54667954,79.0,Open Water,5.4,315,Chris Kentis,
0,Comedy,2012,0,87.0,High Road,5.8,22,Matt Walsh,
500000,Horror Science Fiction,1977,17000000,97.0,Kingdom of the Spiders,5.7,30,John 'Bud' Cardos,
0,Documentary Family,2005,0,105.0,Mad Hot Ballroom,7.2,8,Marilyn Agrelo,
500000,Drama Comedy,2003,8679814,88.0,The Station Agent,7.4,210,Tom McCarthy,
0,Drama,2009,0,120.0,To Save A Life,6.2,21,Brian Baugh,
0,Documentary,2006,0,94.0,Wordplay,7.3,10,Patrick Creadon,
2053648,Documentary,1999,500000,102.0,Beyond the Mat,7.8,17,Barry W. Blaustein,
0,Comedy Drama Family Romance,2002,0,102.0,The Singles Ward,7.5,4,Kurt Hale,
46000,Drama,2003,0,83.0,Osama,6.3,32,Siddiq Barmak,
500000,Documentary,2012,845188,93.0,Sholem Aleichem: Laughing In The Darkness,7.0,2,Joseph Dorman,
0,Drama Music Romance,2000,0,86.0,Groove,5.6,6,Greg Harrison,
0,Comedy Crime Family,2003,0,101.0,The R.M.,4.8,4,Kurt Hale,
0,Drama Romance,1999,0,111.0,Twin Falls Idaho,7.0,11,Michael Polish,
500000,Crime Drama,2004,603943,90.0,Mean Creek,6.9,106,Jacob Aaron Estes,
0,Romance Crime Drama,1997,0,86.0,Hurricane Streets,4.8,4,Morgan J. Freeman,
0,Comedy Romance,2002,0,98.0,Never Again,4.0,3,Eric Schaeffer,
0,Crime Drama Thriller,2003,0,95.0,Civil Brand,5.3,4,Neema Barnette,
0,Comedy Drama Romance,2005,0,91.0,Lonesome Jim,6.4,26,Steve Buscemi,
0,Romance Drama,2013,343341,90.0,Drinking Buddies,6.0,356,Joe Swanberg,
500000,Documentary,2012,0,88.0,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,7.1,17,Molly Bernstein,
2000000,Action Drama,1954,271841,207.0,Seven Samurai,8.2,878,Akira Kurosawa,
0,Documentary,2012,0,89.0,The Other Dream Team,6.9,7,Marius Markevicius,
500000,Comedy Romance,1991,0,97.0,Johnny Suede,4.7,13,Tom DiCillo,
0,Comedy,2007,0,84.0,Finishing The Game,4.9,8,Justin Lin,
500000,Comedy Drama Fantasy Horror Mystery,2010,98017,85.0,Rubber,5.7,251,Quentin Dupieux,
0,Drama Comedy Romance,2007,0,100.0,Kiss the Bride,4.2,11,C. Jay Cox,
0,Drama,2002,0,112.0,The Slaughter Rule,6.2,9,Alex Smith,
500000,Drama Thriller Science Fiction,2010,4242978,94.0,Monsters,6.2,587,Gareth Edwards,
0,Drama Comedy,2005,0,91.0,The Californians,4.0,1,Jonathan Parker,
0,Comedy,2007,0,91.0,The Living Wake,5.0,1,Sol Tryon,
500000,Comedy Horror,2012,0,87.0,Detention of the Dead,4.5,34,Alex Craig Mann,
0,Action Comedy,2006,0,98.0,Crazy Stone,6.9,22,Ning Hao,
0,Documentary Music,2006,0,95.0,Scott Walker: 30 Century Man,7.0,8,Stephen Kijak,
500000,Drama,2001,0,87.0,Everything Put Together,5.0,2,Marc Forster,
0,Action Drama Thriller,2015,316472,104.0,Good Kill,5.9,208,Andrew Niccol,
0,,2014,0,96.0,The Outrageous Sophie Tucker,0.0,0,William Gazecki,
0,Drama Romance,2012,0,103.0,Now Is Good,7.3,371,Ol Parker,
500000,Horror Comedy,2012,0,104.0,Girls Gone Dead,3.5,14,Michael Hoffman Jr.,
0,,,0,0.0,America Is Still the Place,0.0,0,,
0,Action Thriller Mystery,2015,0,110.0,Subconscious,3.4,4,Georgia Hilton,
0,Mystery Science Fiction Thriller,2011,0,90.0,Enter Nowhere,6.5,49,Jack Heller,
500,Crime Drama,2012,0,101.0,El Rey de Najayo,0.0,0,Fernando Baez Mella,
0,Romance Action,2016,0,94.0,Fight to the Finish,5.2,3,Warren Sheppard,
0,Music Horror,2016,0,0.0,Alleluia! The Devil's Carnival,6.0,2,Darren Lynn Bousman,
0,Thriller Comedy Mystery,2014,0,90.0,The Sound and the Shadow,0.0,0,Justin Paul Miller,
0,Family,2016,0,108.0,Rodeo Girl,5.5,1,Joel Paul Reisig,
0,Documentary,2014,0,82.0,Born to Fly: Elizabeth Streb vs. Gravity,5.0,1,Catherine Gund,
500000,,2014,0,84.0,The Little Ponderosa Zoo,2.0,1,,
0,Science Fiction Action Comedy Horror,1984,0,82.0,The Toxic Avenger,6.3,113,Lloyd Kaufman,
0,Drama,1991,0,0.0,Straight Out of Brooklyn,4.3,4,Matty Rich,
0,Action Adventure Drama History,2002,773228,107.0,Bloody Sunday,7.2,53,Paul Greengrass,
0,,2015,0,0.0,Diamond Ruff,2.4,4,,
450000,Drama Romance,2006,973525,84.0,Conversations with Other Women,6.2,38,Hans Canosa,
0,Horror Comedy,2006,0,103.0,Poultrygeist: Night of the Chicken Dead,5.9,41,Lloyd Kaufman,
0,,2014,0,0.0,Mutual Friends,0.0,0,Matthew Watts,
439000,Music Comedy Romance,1933,2281000,89.0,42nd Street,6.1,37,Lloyd Bacon,
0,,2014,0,0.0,Rise of the Entrepreneur: The Search for a Better Way,8.0,1,,
225000,Comedy Drama,1990,0,98.0,Metropolitan,7.0,38,Whit Stillman,
0,Romance Drama Comedy Music,2004,0,132.0,As It Is in Heaven,6.9,42,Kay Pollak,
0,Horror Drama,2013,0,90.0,Roadside,4.2,5,Eric England,
400000,Comedy,2004,46118097,95.0,Napoleon Dynamite,6.7,554,Jared Hess,
0,Crime Thriller,2014,258384,90.0,Blue Ruin,6.9,462,Jeremy Saulnier,
15000,Horror Mystery,2007,193355800,86.0,Paranormal Activity,5.9,1316,Oren Peli,
0,Documentary,2001,0,91.0,Dogtown and Z-Boys,7.2,52,Stacy Peralta,
400000,Adventure Comedy Fantasy,1975,5028948,91.0,Monty Python and the Holy Grail,7.8,1708,Terry Gilliam,
0,Drama,2006,0,90.0,Quincea era,7.0,7,Richard Glatzer,
0,,2003,0,0.0,Gory Gory Hallelujah,1.0,1,Sue Corcoran,
218,Documentary Drama,2003,1162014,91.0,Tarnation,7.5,22,Jonathan Caouette,
0,Documentary,2010,0,92.0,I Want Your Money,3.8,5,,
0,Horror Comedy,2014,0,0.0,Love in the Time of Monsters,5.0,2,Matt Jackson,
0,Horror,1981,0,87.0,The Beyond,6.6,117,Lucio Fulci,
35000000,Comedy Romance,2008,170000000,99.0,What Happens in Vegas,5.8,923,Tom Vaughan,
500000,Horror Science Fiction Thriller,2005,0,80.0,The Dark Hours,5.5,22,Paul Fox,
860000,Romance Drama Comedy,1985,2451545,97.0,My Beautiful Laundrette,6.6,51,Stephen Frears,
0,Drama Mystery Thriller,2002,0,84.0,Fabled,0.0,0,,
0,Drama Thriller,2004,0,97.0,Show Me,5.6,4,Cassandra Nicolaou,
0,Drama,1972,0,91.0,Cries and Whispers,7.8,115,Ingmar Bergman,
385907,Drama,1916,8394751,197.0,Intolerance,7.4,60,D.W. Griffith,
0,Documentary,1997,0,86.0,Trekkies,6.3,22,Roger Nygard,
379000,Drama Music Romance,1929,4358000,100.0,The Broadway Melody,5.0,19,Harry Beaumont,
350000,Horror,1981,29400000,85.0,The Evil Dead,7.3,894,Sam Raimi,
6000000,Horror,2012,31081,89.0,Maniac,6.0,316,Franck Khalfoun,
0,History Documentary,2015,0,84.0,Censored Voices,5.1,8,Mor Loushy,
300000,Documentary,2005,1750211,88.0,Murderball,6.9,23,Henry Alex Rubin,
0,Action Adventure Drama,1987,0,90.0,American Ninja 2: The Confrontation,4.9,49,Sam Firstenberg,
0,Documentary,2006,0,90.0,51 Birch Street,6.8,6,Doug Block,
350000,Science Fiction Family,2015,0,98.0,Rotor DR1,4.7,3,Chad Kapper,
350000,Drama,1957,1000000,96.0,12 Angry Men,8.2,2078,Sidney Lumet,
0,Animation Comedy Drama,2009,246574,83.0,My Dog Tulip,7.6,9,Paul Fierlinger,
325000,Comedy Romance,1934,4500000,105.0,It Happened One Night,7.7,275,Frank Capra,
0,Drama,2009,110197,94.0,Dogtooth,6.9,332,Yorgos Lanthimos,
300000,Music Documentary,2003,7808524,112.0,Tupac: Resurrection,8.0,26,Lauren Lazin,
312000,Comedy Drama,1999,1281176,102.0,Tumbleweeds,6.2,11,Gavin O'Connor,
8,Fantasy Horror Thriller,1995,16,98.0,The Prophecy,6.4,138,Gregory Widen,
0,Comedy,1996,0,91.0,When the Cat's Away,6.1,16,C\u00e9dric Klapisch,
300000,Comedy Drama,2003,0,81.0,Pieces of April,6.4,64,Peter Hedges,
0,,1998,0,0.0,The Big Swap,0.0,0,Niall Johnson,
300000,Drama,2006,0,73.0,Old Joy,6.3,36,Kelly Reichardt,
200000,Drama,2008,0,80.0,Wendy and Lucy,6.4,64,Kelly Reichardt,
0,Drama,2010,0,88.0,3 Backyards,4.8,4,Eric Mendelsohn,
300000,Drama Thriller,1965,0,110.0,Pierrot le Fou,7.6,127,Jean-Luc Godard,
0,Documentary,2005,0,104.0,Sisters in Law,7.3,2,Kim Longinotto,
300000,Documentary,2001,2074000,101.0,Ayurveda: Art of Being,5.5,3,Pan Nalin,
0,Drama,1964,0,95.0,Nothing But a Man,7.0,2,Michael Roemer,
300000,Drama,1998,40542,94.0,"First Love, Last Rites",3.0,1,Jesse Peretz,
0,Action Adventure Drama,2005,0,0.0,Fighting Tommy Riley,5.3,4,Eddie O'Flaherty,
0,Action Thriller,2009,0,90.0,Royal Kill,2.8,6,Babar Ahmed,
0,,2015,0,110.0,The Looking Glass,7.0,1,John D. Hancock,
300000,Action Comedy Science Fiction,1975,8000000,80.0,Death Race 2000,5.9,124,Paul Bartel,
0,Horror Drama Thriller,2014,0,90.0,Locker 13,6.8,3,Jason Marsden,
0,Horror,1990,0,94.0,Midnight Cabaret,0.0,0,Pece Dingo,
300000,Romance Comedy Drama,2010,0,98.0,Anderson's Cross,0.0,0,Jerome Elston Scott,
0,Drama Romance,2015,0,99.0,Bizarre,6.2,11,\u00c9tienne Faure,
0,Horror,1981,0,96.0,Graduation Day,5.0,22,Herb Freed,
300000,Comedy Horror Thriller,2011,0,97.0,Some Guy Who Kills People,5.7,45,Jack Perez,
0,Drama Thriller Crime,2012,319285,90.0,Compliance,6.3,221,Craig Zobel,
250000,Comedy Drama Romance,1997,12021272,113.0,Chasing Amy,6.7,433,Kevin Smith,
250000,Comedy Drama Romance,2001,4186931,91.0,Lovely & Amazing,6.3,23,Nicole Holofcener,
0,,2010,0,0.0,Death Calls,0.0,0,,
0,Crime Drama,2002,0,101.0,Better Luck Tomorrow,6.5,27,Justin Lin,
0,Comedy Drama Romance,1995,0,94.0,The Incredibly True Adventure of Two Girls In Love,5.7,13,Maria Maggenti,
0,Comedy Drama,2000,0,96.0,Chuck & Buck,5.7,16,Miguel Arteta,
250000,Drama Comedy Romance,2001,0,100.0,American Desi,5.0,4,Piyush Dinker Pandya,
300000,Drama Action Crime,2014,0,90.0,Amidst the Devil's Wings,0.0,0,,
250000,Thriller Science Fiction Mystery,1997,501818,90.0,Cube,6.9,1069,Vincenzo Natali,
0,Comedy Romance,1996,0,78.0,Love and Other Catastrophes,5.8,9,Emma-Kate Croghan,
250,Drama Comedy Animation,1998,203,72.0,I Married a Strange Person!,7.5,12,Bill Plympton,
0,Drama Mystery Thriller,2004,0,73.0,November,4.9,11,Greg Harrison,
250000,Drama Romance,2011,3542353,90.0,Like Crazy,6.4,381,Drake Doremus,
0,Horror,2015,0,96.0,Teeth and Blood,3.0,1,,
0,Comedy,1999,0,92.0,Sugar Town,5.5,2,Allison Anders,
0,Drama Comedy,2005,0,75.0,The Motel,7.0,3,Michael Kang,
250000,Thriller Drama,2013,56825,99.0,The Canyons,4.1,75,Paul Schrader,
0,Drama,2004,0,86.0,On the Outs,5.9,6,Lori Silverbush,
0,Drama Thriller,2007,0,92.0,Shotgun Stories,6.9,57,Jeff Nichols,
0,Thriller Mystery,2009,0,101.0,Exam,6.6,523,Stuart Hazeldine,
250000,Science Fiction Drama,1997,0,90.0,The Sticky Fingers of Time,4.8,3,Hilary Brougher,
